pair_id,origin_hospital_id,destination_hospital_id,hour,minute,dayofweek_num,is_weekend,is_morning_peak,is_evening_peak,is_night,hour_sin,hour_cos,dow_sin,dow_cos,distanceMeters,distance_km,static_duration_seconds,osm_intersection_count,osm_signal_count,osm_route_risk_score,traffic_normal_interval_count,traffic_slow_interval_count,traffic_jam_interval_count,road_mix_trunk,road_mix_primary,road_mix_secondary,road_mix_tertiary_local,intersections_per_km,signals_per_km,jam_interval_ratio,slow_or_jam_ratio,static_eta_over_distance,hospital_pair_code,traffic_band_code,duration_seconds,congestion_ratio
1,1,2,10,30,6,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,6499,6.499,668,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.001846437913526,1.3848284351438684,0.0,0.0,102.78504385290046,13,0,588,0.8802
1,1,2,11,0,6,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,6492,6.492,698,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.014787430683919,1.3863216266173752,0.0,0.0,107.51694393099199,13,0,663,0.9499
1,1,2,11,30,6,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,6563,6.563,707,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.884808776474173,1.371324089593174,0.0,0.3333333333333333,107.72512570470822,13,1,773,1.0934
1,1,2,12,0,6,1,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,6434,6.434,699,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,12.123096052222568,1.39881877525645,0.0,0.2222222222222222,108.64159154491762,13,1,823,1.1774
1,1,2,12,30,6,1,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,6560,6.56,662,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.890243902439025,1.3719512195121952,0.0,0.3333333333333333,100.91463414634147,13,1,866,1.3082
1,1,2,13,0,6,1,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,6496,6.496,704,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,12.007389162561575,1.3854679802955665,0.0,0.2222222222222222,108.3743842364532,13,1,913,1.2969
1,1,2,13,30,6,1,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,6429,6.429,669,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,12.132524498366775,1.3999066728884741,0.1111111111111111,0.4444444444444444,104.05972935137657,13,2,934,1.3961
1,1,2,14,0,6,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,6556,6.556,692,78,9,46.014,4,4,1,0.069,0.368,0.199,0.364,11.897498474679683,1.3727882855399633,0.1111111111111111,0.5555555555555556,105.55216595485052,13,2,1026,1.4827
1,1,2,14,30,6,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,6466,6.466,692,78,9,46.014,5,4,0,0.069,0.368,0.199,0.364,12.063099288586452,1.3918960717599753,0.0,0.4444444444444444,107.02134240643365,13,2,982,1.4191
1,1,2,15,0,6,1,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,6486,6.486,673,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,12.0259019426457,1.387604070305273,0.0,0.3333333333333333,103.76194881282763,13,1,868,1.2897
1,1,2,15,30,6,1,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,6461,6.461,664,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,12.072434607645874,1.3929732239591395,0.0,0.3333333333333333,102.77046896765206,13,1,777,1.1702
1,1,2,16,0,6,1,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6515,6.515,698,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,11.97237145049885,1.3814274750575595,0.0,0.2222222222222222,107.1373752877974,13,1,811,1.1619
1,1,2,16,30,6,1,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6565,6.565,684,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.881188118811881,1.3709063214013708,0.0,0.3333333333333333,104.18888042650418,13,1,776,1.1345
1,1,2,17,0,6,1,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,6424,6.424,662,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.141967621419676,1.4009962640099625,0.0,0.0,103.05105853051057,13,0,690,1.0423
1,1,2,17,30,6,1,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,6438,6.438,687,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.115563839701771,1.3979496738117427,0.0,0.0,106.71015843429637,13,0,689,1.0029
1,1,2,18,0,6,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,6542,6.542,670,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.922959339651483,1.375726077652094,0.0,0.0,102.41516355854479,13,0,712,1.0627
1,1,2,18,30,6,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,6465,6.465,682,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,12.064965197215777,1.3921113689095128,0.0,0.3333333333333333,105.49110595514308,13,1,749,1.0982
1,1,2,19,0,6,1,0,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,6429,6.429,666,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.132524498366775,1.3999066728884741,0.0,0.0,103.59309379374707,13,0,659,0.9895
1,1,2,19,30,6,1,0,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,6543,6.543,711,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.92113709307657,1.3755158184319118,0.0,0.0,108.66574965612104,13,0,742,1.0436
1,1,2,20,0,6,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6558,6.558,715,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,11.893870082342177,1.3723696248856359,0.0,0.2222222222222222,109.02714242146996,13,1,792,1.1077
1,1,2,20,30,6,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6460,6.46,686,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.074303405572756,1.3931888544891642,0.0,0.1111111111111111,106.19195046439629,13,1,833,1.2143
1,1,2,21,0,6,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,6446,6.446,686,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.100527458889234,1.3962147067949116,0.0,0.1111111111111111,106.42258765125659,13,1,845,1.2318
1,1,2,21,30,6,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,6441,6.441,693,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,12.109920819748487,1.3972985561248255,0.1111111111111111,0.4444444444444444,107.59198882161155,13,2,940,1.3564
1,1,2,22,0,6,1,0,0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,6491,6.491,701,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,12.01663842243106,1.3865352025881992,0.1111111111111111,0.4444444444444444,107.99568633492528,13,2,999,1.4251
1,1,2,22,30,6,1,0,0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,6423,6.423,697,78,9,46.014,4,5,0,0.069,0.368,0.199,0.364,12.143858010275572,1.4012143858010275,0.0,0.5555555555555556,108.51626965592402,13,2,1096,1.5725
1,1,2,23,0,6,1,0,0,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,6471,6.471,688,78,9,46.014,5,4,0,0.069,0.368,0.199,0.364,12.05377839592026,1.3908205841446453,0.0,0.4444444444444444,106.32050687683511,13,2,1061,1.5422
1,1,2,23,30,6,1,0,0,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,6440,6.44,693,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,12.111801242236025,1.3975155279503104,0.1111111111111111,0.4444444444444444,107.6086956521739,13,2,1110,1.6017
1,1,2,0,0,0,1,0,0,1,0.0,1.0,0.0,1.0,6522,6.522,680,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.959521619135234,1.3799448022079117,0.0,0.3333333333333333,104.26249616681999,13,2,993,1.4603
1,1,2,0,30,0,1,0,0,1,0.0,1.0,0.0,1.0,6559,6.559,688,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,11.892056715962799,1.3721603903033999,0.0,0.2222222222222222,104.89403872541546,13,2,910,1.3227
1,1,2,1,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683,0.0,1.0,6589,6.589,688,78,9,46.014,6,2,1,0.069,0.368,0.199,0.364,11.837911670966761,1.3659128851115494,0.1111111111111111,0.3333333333333333,104.41645166186068,13,2,958,1.3924
1,1,2,1,30,0,1,0,0,1,0.25881904510252074,0.9659258262890683,0.0,1.0,6471,6.471,676,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.05377839592026,1.3908205841446453,0.0,0.0,104.46607943130891,13,0,730,1.0799
1,1,2,2,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,6411,6.411,685,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.166588675713617,1.4038371548900328,0.0,0.0,106.84760567774138,13,0,733,1.0701
1,1,2,2,30,0,1,0,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,6434,6.434,710,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.123096052222568,1.39881877525645,0.0,0.0,110.35125893689772,13,0,759,1.069
1,1,2,3,0,0,1,0,0,1,0.7071067811865475,0.7071067811865476,0.0,1.0,6538,6.538,667,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.930253900275313,1.3765677577240747,0.0,0.0,102.01896604466197,13,0,607,0.91
1,1,2,3,30,0,1,0,0,1,0.7071067811865475,0.7071067811865476,0.0,1.0,6556,6.556,701,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.897498474679683,1.3727882855399633,0.0,0.0,106.92495424039048,13,0,617,0.8802
1,1,2,4,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,6451,6.451,712,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.091148659122616,1.3951325375910713,0.0,0.0,110.37048519609364,13,0,627,0.8806
1,1,2,4,30,0,1,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,6479,6.479,692,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.038894891186912,1.389103256675413,0.0,0.0,106.80660595770952,13,0,609,0.8801
1,1,2,5,0,0,1,0,0,1,0.9659258262890683,0.25881904510252074,0.0,1.0,6468,6.468,706,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.059369202226344,1.391465677179963,0.0,0.0,109.15275200989487,13,0,621,0.8796
1,1,2,5,30,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.0,1.0,6507,6.507,677,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.9870908252651,1.3831258644536653,0.0,0.0,104.04180113723683,13,0,658,0.9719
1,1,2,6,0,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,6439,6.439,713,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.113682248796398,1.397732567168815,0.0,0.0,110.731480043485,13,0,658,0.9229
1,1,2,6,30,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,6600,6.6,685,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.818181818181818,1.3636363636363638,0.0,0.0,103.7878787878788,13,0,618,0.9022
1,1,2,7,0,0,0,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,6580,6.58,702,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.854103343465045,1.3677811550151975,0.0,0.0,106.6869300911854,13,0,655,0.933
1,1,2,7,30,0,0,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,6468,6.468,690,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.059369202226344,1.391465677179963,0.0,0.0,106.67903525046383,13,0,634,0.9188
1,1,2,8,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,6479,6.479,698,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.038894891186912,1.389103256675413,0.0,0.0,107.73267479549312,13,0,654,0.937
1,1,2,8,30,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,6458,6.458,702,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.078042737689687,1.3936203158872715,0.0,0.0,108.70238463920718,13,0,665,0.9473
1,1,2,9,0,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,6430,6.43,674,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.130637636080872,1.3996889580093312,0.0,0.0,104.82115085536547,13,0,593,0.8798
1,1,2,9,30,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,6441,6.441,670,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.109920819748487,1.3972985561248255,0.0,0.0,104.021114733737,13,0,685,1.0224
1,1,2,10,0,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,6445,6.445,709,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.102404965089216,1.3964313421256787,0.0,0.0,110.0077579519007,13,0,726,1.024
1,1,2,10,30,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,6596,6.596,704,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.825348696179503,1.364463311097635,0.0,0.0,106.73135233474834,13,0,658,0.9347
1,1,2,11,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,6409,6.409,669,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.170385395537526,1.4042752379466377,0.0,0.1111111111111111,104.3844593540334,13,1,810,1.2108
1,1,2,11,30,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,6430,6.43,698,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.130637636080872,1.3996889580093312,0.0,0.1111111111111111,108.55365474339037,13,1,901,1.2908
1,1,2,12,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,6520,6.52,699,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.96319018404908,1.3803680981595092,0.0,0.3333333333333333,107.20858895705523,13,2,1023,1.4635
1,1,2,12,30,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,6551,6.551,701,78,9,46.014,4,5,0,0.069,0.368,0.199,0.364,11.906579148221645,1.373836055564036,0.0,0.5555555555555556,107.00656388337659,13,2,1092,1.5578
1,1,2,13,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6502,6.502,678,78,9,46.014,4,4,1,0.069,0.368,0.199,0.364,11.996308828052907,1.3841894801599508,0.1111111111111111,0.5555555555555556,104.27560750538296,13,2,1116,1.646
1,1,2,13,30,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6587,6.587,677,78,9,46.014,2,6,1,0.069,0.368,0.199,0.364,11.84150599666009,1.366327614999241,0.1111111111111111,0.7777777777777778,102.7781994838318,13,3,1215,1.7947
1,1,2,14,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6427,6.427,696,78,9,46.014,1,7,1,0.069,0.368,0.199,0.364,12.136299984440642,1.400342305896997,0.1111111111111111,0.8888888888888888,108.29313832270111,13,3,1159,1.6652
1,1,2,14,30,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6523,6.523,714,78,9,46.014,6,2,1,0.069,0.368,0.199,0.364,11.957688180285146,1.379733251571363,0.1111111111111111,0.3333333333333333,109.45883795799479,13,2,1157,1.6204
1,1,2,15,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6560,6.56,687,78,9,46.014,4,5,0,0.069,0.368,0.199,0.364,11.890243902439025,1.3719512195121952,0.0,0.5555555555555556,104.72560975609757,13,2,1043,1.5182
1,1,2,15,30,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6562,6.562,707,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.886619932947271,1.3715330691862238,0.0,0.3333333333333333,107.74154221274001,13,2,1066,1.5078
1,1,2,16,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,6576,6.576,694,78,9,46.014,3,5,1,0.069,0.368,0.199,0.364,11.86131386861314,1.3686131386861315,0.1111111111111111,0.6666666666666666,105.5352798053528,13,2,948,1.366
1,1,2,16,30,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,6490,6.49,682,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.01848998459168,1.386748844375963,0.0,0.1111111111111111,105.08474576271186,13,1,885,1.2977
1,1,2,17,0,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6455,6.455,686,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,12.083656080557708,1.39426800929512,0.0,0.2222222222222222,106.27420604182804,13,1,828,1.207
1,1,2,17,30,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6566,6.566,702,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.879378617118489,1.370697532744441,0.0,0.3333333333333333,106.9144075540664,13,1,856,1.2194
1,1,2,18,0,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6435,6.435,694,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.121212121212121,1.3986013986013988,0.0,0.1111111111111111,107.84770784770785,13,1,849,1.2233
1,1,2,18,30,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6435,6.435,678,78,9,46.014,3,5,1,0.069,0.368,0.199,0.364,12.121212121212121,1.3986013986013988,0.1111111111111111,0.6666666666666666,105.36130536130537,13,2,930,1.3717
1,1,2,19,0,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,6436,6.436,677,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,12.119328775637042,1.3983840894965818,0.0,0.2222222222222222,105.18955873213176,13,1,891,1.3161
1,1,2,19,30,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,6441,6.441,664,78,9,46.014,8,1,0,0.069,0.368,0.199,0.364,12.109920819748487,1.3972985561248255,0.0,0.1111111111111111,103.08958236298712,13,1,864,1.3012
1,1,2,20,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,6539,6.539,694,78,9,46.014,6,3,0,0.069,0.368,0.199,0.364,11.928429423459246,1.3763572411683744,0.0,0.3333333333333333,106.13243615231687,13,1,915,1.3184
1,1,2,20,30,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,6577,6.577,689,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,11.859510415082864,1.3684050478941767,0.1111111111111111,0.4444444444444444,104.75900866656531,13,2,975,1.4151
1,1,2,21,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,6453,6.453,671,78,9,46.014,4,5,0,0.069,0.368,0.199,0.364,12.08740120874012,1.3947001394700138,0.0,0.5555555555555556,103.9826437315977,13,2,996,1.4844
1,1,2,21,30,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,6416,6.416,684,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,12.157107231920198,1.4027431421446384,0.0,0.2222222222222222,106.60847880299251,13,2,1117,1.633
1,1,2,22,0,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,6569,6.569,667,78,9,46.014,3,5,1,0.069,0.368,0.199,0.364,11.873953417567362,1.3700715481808494,0.1111111111111111,0.6666666666666666,101.53752473740295,13,3,1103,1.6537
1,1,2,22,30,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,6571,6.571,667,78,9,46.014,3,4,2,0.069,0.368,0.199,0.364,11.870339369958911,1.3696545426875666,0.2222222222222222,0.6666666666666666,101.50661999695633,13,3,1158,1.7361
1,1,2,23,0,0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,6559,6.559,705,78,9,46.014,1,8,2,0.069,0.368,0.199,0.364,11.892056715962799,1.3721603903033999,0.18181818181818182,0.9090909090909091,107.48589724043299,13,3,1196,1.6965
1,1,2,23,30,0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,6511,6.511,669,78,9,46.014,1,7,1,0.069,0.368,0.199,0.364,11.979726616495162,1.382276148057134,0.1111111111111111,0.8888888888888888,102.74919367224696,13,3,1160,1.7339
1,1,2,0,0,1,0,0,0,1,0.0,1.0,0.7818314824680298,0.6234898018587336,6482,6.482,687,78,9,46.014,1,6,2,0.069,0.368,0.199,0.364,12.033323048441838,1.388460351743289,0.2222222222222222,0.8888888888888888,105.98580684973773,13,3,1218,1.7729
1,1,2,0,30,1,0,0,0,1,0.0,1.0,0.7818314824680298,0.6234898018587336,6500,6.5,669,78,9,46.014,5,4,0,0.069,0.368,0.199,0.364,12.0,1.3846153846153846,0.0,0.4444444444444444,102.92307692307692,13,2,1091,1.6308
1,1,2,1,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,6478,6.478,681,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,12.040753318925594,1.389317690645261,0.1111111111111111,0.4444444444444444,105.12503859215808,13,2,1089,1.5991
1,1,2,1,30,1,0,0,0,1,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,6464,6.464,699,78,9,46.014,5,3,1,0.069,0.368,0.199,0.364,12.066831683168315,1.3923267326732673,0.1111111111111111,0.4444444444444444,108.13737623762376,13,2,981,1.4034
1,1,2,2,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,6471,6.471,688,78,9,46.014,4,5,0,0.069,0.368,0.199,0.364,12.05377839592026,1.3908205841446453,0.0,0.5555555555555556,106.32050687683511,13,2,922,1.3401
1,1,2,2,30,1,0,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,6563,6.563,697,78,9,46.014,4,4,1,0.069,0.368,0.199,0.364,11.884808776474173,1.371324089593174,0.1111111111111111,0.5555555555555556,106.20143227182692,13,2,922,1.3228
1,1,2,3,0,1,0,0,0,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,6550,6.55,677,78,9,46.014,7,2,0,0.069,0.368,0.199,0.364,11.908396946564887,1.3740458015267176,0.0,0.2222222222222222,103.3587786259542,13,1,802,1.1846
1,1,2,3,30,1,0,0,0,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,6574,6.574,699,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.86492242166109,1.369029510191664,0.0,0.0,106.32795862488592,13,0,634,0.907
1,1,2,4,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6425,6.425,695,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,12.140077821011673,1.4007782101167316,0.0,0.0,108.17120622568093,13,0,660,0.9496
1,1,2,4,30,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6589,6.589,666,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.837911670966761,1.3659128851115494,0.0,0.0,101.07755349825466,13,0,683,1.0255
1,1,2,5,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,6563,6.563,714,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.884808776474173,1.371324089593174,0.0,0.0,108.79171110772513,13,0,661,0.9258
1,1,2,5,30,1,0,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,6562,6.562,704,78,9,46.014,9,0,0,0.069,0.368,0.199,0.364,11.886619932947271,1.3715330691862238,0.0,0.0,107.28436452301128,13,0,704,1.0
